"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US90011","ZCTA5 90011","24399","713","5.8","1.2","4.7","1.0","11.6","1.4","12.5","1.6","14.1","1.9","18.2","2.1","12.4","1.3","12.5","1.5","5.1","1.1","3.2","0.8","51819","3054","69126","3562","50.2","(X)","(X)","(X)","(X)","(X)","20359","648","5.6","1.0","3.5","0.7","11.8","1.4","13.1","1.6","15.7","2.1","19.2","1.9","12.5","1.6","11.0","1.6","4.7","1.3","2.8","0.7","50345","3115","67001","3441","(X)","(X)","49.3","(X)","(X)","(X)","10130","637","2.0","0.8","2.1","1.0","11.5","2.1","11.7","2.0","15.0","2.4","17.5","2.1","15.5","2.5","15.1","2.9","5.4","1.6","4.2","1.3","61744","4819","75459","3461","(X)","(X)","(X)","(X)","(X)","(X)","4040","496","16.7","5.4","15.1","4.0","15.2","3.9","16.3","4.2","12.3","4.0","9.6","3.6","8.1","2.4","4.2","1.9","1.1","0.9","1.5","1.5","26395","2381","38618","4094","(X)","(X)","(X)","(X)","34.3","(X)",
"860Z200US90012","ZCTA5 90012","14945","756","7.6","1.4","11.7","2.5","11.4","2.3","6.6","1.7","9.4","2.0","10.3","2.1","10.9","2.0","15.0","2.3","8.3","1.9","8.8","1.5","58444","7019","90148","7607","35.6","(X)","(X)","(X)","(X)","(X)","5152","441","4.6","2.4","3.6","1.7","17.6","4.5","7.9","2.7","9.2","2.9","10.4","3.2","13.2","3.8","13.8","4.0","7.9","2.6","12.0","3.5","68087","13043","102226","12033","(X)","(X)","43.8","(X)","(X)","(X)","3643","370","4.6","3.0","2.0","1.4","16.4","5.4","7.6","3.1","6.4","2.8","11.9","3.7","13.4","3.9","11.9","3.2","10.2","3.6","15.6","5.0","81467","21183","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9793","664","9.2","1.9","16.0","3.6","9.0","2.2","6.0","2.1","9.8","2.8","9.9","2.5","9.8","2.3","15.1","2.7","8.1","2.4","7.1","1.7","49887","11091","82260","10160","(X)","(X)","(X)","(X)","30.4","(X)",
"860Z200US90013","ZCTA5 90013","7781","636","20.2","4.7","18.9","4.8","11.1","3.4","3.7","1.6","5.1","2.5","6.7","2.3","8.7","3.0","9.9","2.9","5.9","2.2","9.8","2.8","24853","8382","75962","11802","22.8","(X)","(X)","(X)","(X)","(X)","972","255","0.0","4.0","1.7","1.7","7.0","5.2","4.5","3.9","1.7","2.7","8.3","8.3","18.7","12.7","19.5","11.0","15.8","9.8","22.5","9.3","108500","20906","165944","44835","(X)","(X)","40.1","(X)","(X)","(X)","684","191","0.0","5.7","2.5","2.3","7.2","5.8","1.3","1.9","2.5","3.8","6.1","7.5","12.7","12.9","22.1","13.5","13.6","10.4","32.0","13.7","140714","48407","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6809","648","23.1","5.4","21.3","5.3","11.6","3.8","4.0","1.8","5.6","2.8","6.3","2.1","7.3","2.7","8.4","2.9","4.8","2.2","7.7","3.0","18873","5441","62639","11892","(X)","(X)","(X)","(X)","20.3","(X)",
"860Z200US90014","ZCTA5 90014","6100","534","19.2","5.0","18.6","4.8","11.1","4.3","5.1","2.3","5.9","2.6","8.6","3.0","6.3","2.7","9.6","3.5","5.3","2.1","10.2","3.2","26550","10109","72527","11090","18.5","(X)","(X)","(X)","(X)","(X)","1093","288","1.1","1.8","0.0","3.6","21.2","11.5","4.8","7.7","10.4","8.5","6.7","5.5","1.8","2.2","24.4","14.2","8.2","4.5","21.3","10.7","110784","42144","126914","33127","(X)","(X)","26.8","(X)","(X)","(X)","833","251","0.0","4.7","0.0","4.7","23.9","15.1","0.0","4.7","1.7","2.8","8.8","7.2","2.4","2.9","28.3","16.9","7.7","5.7","27.3","14.1","120554","21867","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5007","529","23.2","6.0","22.7","5.5","8.9","4.2","6.2","2.8","5.2","2.6","8.6","3.2","7.3","3.3","6.4","2.7","4.0","2.2","7.4","3.2","20349","7199","59323","10415","(X)","(X)","(X)","(X)","16.6","(X)",
"860Z200US90015","ZCTA5 90015","12838","644","13.6","3.2","5.1","2.1","8.1","2.0","7.7","2.4","7.2","1.6","12.1","2.6","9.2","3.1","14.9","3.7","10.6","3.0","11.5","2.5","61959","11730","98079","9187","35.6","(X)","(X)","(X)","(X)","(X)","4431","611","9.8","5.0","1.3","1.1","13.2","4.5","7.8","3.2","10.1","2.9","16.3","5.6","12.8","5.5","9.1","4.7","8.1","3.2","11.5","4.1","54610","10513","94074","13994","(X)","(X)","41.0","(X)","(X)","(X)","2649","412","6.6","5.8","0.4","0.6","7.4","3.0","6.3","4.0","10.9","4.1","19.0","8.2","7.9","3.7","10.3","6.6","12.0","5.0","19.3","6.9","67421","32914","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8407","590","15.9","4.6","7.2","3.3","6.4","2.3","7.4","2.7","6.0","2.2","8.9","3.1","7.7","3.6","17.4","5.0","11.7","4.4","11.4","3.5","67478","19819","99127","13849","(X)","(X)","(X)","(X)","31.9","(X)",
"860Z200US90016","ZCTA5 90016","17601","786","6.3","1.3","5.2","2.2","6.7","1.4","7.8","1.7","14.6","2.3","15.1","2.2","9.4","1.9","16.1","2.6","9.1","1.6","9.6","1.5","63090","5698","93228","6031","45.6","(X)","(X)","(X)","(X)","(X)","10614","637","2.4","0.9","5.8","3.5","5.8","1.6","6.9","2.0","13.6","2.9","16.2","2.9","10.1","2.6","18.9","3.2","10.5","2.3","9.9","1.9","71489","10022","100969","7521","(X)","(X)","47.8","(X)","(X)","(X)","5416","434","0.2","0.3","1.0","0.9","4.5","2.0","6.5","2.7","10.0","3.3","15.5","3.8","10.2","4.1","20.9","3.9","15.9","3.3","15.4","3.1","102929","9528","128169","9640","(X)","(X)","(X)","(X)","(X)","(X)","6987","551","12.3","3.0","5.1","2.0","9.0","2.4","9.9","2.7","17.9","3.7","11.2","2.8","8.9","3.0","12.7","3.0","5.3","1.9","7.8","2.4","46148","2423","76531","8641","(X)","(X)","(X)","(X)","39.7","(X)",
"860Z200US90017","ZCTA5 90017","13564","681","12.8","2.6","8.8","2.0","9.2","2.4","9.5","1.8","11.4","2.2","15.7","3.1","10.5","2.2","10.0","2.0","6.2","1.5","5.8","1.4","46626","6390","70591","4700","36.1","(X)","(X)","(X)","(X)","(X)","5448","515","13.3","3.4","4.3","2.0","13.3","5.2","14.1","3.2","13.8","4.3","13.8","3.6","8.0","2.4","9.4","2.5","3.4","2.0","6.5","2.3","38680","4381","67842","6733","(X)","(X)","43.4","(X)","(X)","(X)","2589","497","2.0","2.1","0.7","1.0","16.1","9.7","12.1","4.9","16.2","7.2","14.4","5.5","7.6","3.4","14.1","4.3","4.9","3.5","11.6","4.1","54035","15785","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8116","651","15.2","3.8","11.5","3.2","6.8","2.0","8.1","2.1","7.7","2.2","15.0","3.8","12.3","3.2","10.4","2.8","7.7","2.3","5.3","2.1","52123","8495","70644","7152","(X)","(X)","(X)","(X)","29.3","(X)",
"860Z200US90018","ZCTA5 90018","16339","574","8.5","1.7","4.4","1.1","9.5","1.6","11.2","2.1","11.1","1.8","15.3","2.0","11.2","1.9","13.6","1.7","8.8","1.5","6.3","1.3","58987","5418","81349","4136","50.3","(X)","(X)","(X)","(X)","(X)","10631","607","4.1","1.7","2.2","1.0","8.1","1.7","10.9","2.3","11.8","2.1","16.7","2.5","13.0","3.0","14.4","2.5","10.3","2.0","8.4","1.7","69225","4211","93355","5767","(X)","(X)","54.2","(X)","(X)","(X)","5974","530","3.6","2.4","0.8","0.9","6.4","2.1","8.5","3.1","11.4","2.3","13.5","3.0","14.8","4.2","14.5","3.3","14.5","3.4","11.8","2.6","86600","8112","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5708","435","16.7","3.4","8.8","2.5","12.3","3.1","14.1","3.3","12.1","3.0","13.9","3.0","6.6","2.2","9.4","2.9","4.5","1.9","1.6","0.8","33176","3342","51434","3969","(X)","(X)","(X)","(X)","40.6","(X)",
"860Z200US90019","ZCTA5 90019","23576","819","5.8","1.0","5.4","1.2","8.9","1.6","9.3","1.8","11.3","1.6","13.4","1.8","10.9","1.4","14.6","1.7","9.1","1.6","11.2","1.5","65972","5381","98959","5220","44.2","(X)","(X)","(X)","(X)","(X)","12259","715","4.0","1.2","3.2","1.3","6.4","1.7","10.2","2.3","11.5","2.2","13.8","2.3","11.4","2.2","13.9","2.2","11.3","3.0","14.3","2.1","77387","6641","111310","7005","(X)","(X)","51.6","(X)","(X)","(X)","7118","550","1.3","0.8","2.4","1.2","4.9","1.6","7.8","3.2","8.5","2.2","12.8","3.4","11.8","2.3","14.2","2.9","16.0","4.8","20.2","3.4","100321","11522","139943","11201","(X)","(X)","(X)","(X)","(X)","(X)","11317","760","9.5","1.9","8.2","2.1","11.1","2.4","9.5","2.5","11.6","2.3","13.6","2.3","8.9","1.8","14.4","2.8","5.6","1.2","7.5","2.0","50073","5226","81132","7718","(X)","(X)","(X)","(X)","34.7","(X)",
"860Z200US90020","ZCTA5 90020","17321","767","8.6","1.7","4.1","1.2","7.3","1.7","13.4","2.3","12.4","2.3","18.5","2.7","13.0","1.9","11.8","2.0","4.6","1.2","6.2","2.0","55321","3671","89605","12844","33.1","(X)","(X)","(X)","(X)","(X)","8668","602","6.6","1.7","1.8","1.2","8.4","2.6","11.1","2.6","13.6","3.3","20.9","4.1","10.0","2.2","11.7","2.6","6.3","2.0","9.6","3.9","57425","5312","116920","24802","(X)","(X)","37.8","(X)","(X)","(X)","5724","593","4.4","1.9","1.6","1.3","6.5","2.9","8.6","3.1","12.8","4.6","21.0","5.1","10.7","3.1","12.9","3.7","7.0","2.7","14.4","5.7","70600","5999","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8653","588","11.5","2.8","6.4","2.2","7.1","2.0","15.4","3.3","11.9","3.0","18.1","3.9","13.1","2.9","11.1","2.5","2.9","1.2","2.5","1.1","45232","7002","59267","3984","(X)","(X)","(X)","(X)","27.2","(X)",
"860Z200US90021","ZCTA5 90021","1459","259","20.4","9.8","10.8","8.2","12.5","5.9","14.3","8.1","7.3","4.9","15.9","7.2","5.1","3.5","3.2","2.9","3.5","3.3","7.0","5.4","29659","7876","85510","42764","26.4","(X)","(X)","(X)","(X)","(X)","388","137","0.0","9.8","15.2","20.8","5.9","7.0","35.6","20.7","6.4","7.2","13.9","9.6","10.6","10.9","0.0","9.8","0.0","9.8","12.4","10.9","29767","21387","162841","153703","(X)","(X)","18.8","(X)","(X)","(X)","231","123","0.0","15.8","25.5","33.7","3.5","5.5","19.0","28.2","0.0","15.8","20.8","17.3","10.4","13.5","0.0","15.8","0.0","15.8","20.8","19.8","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1071","237","27.7","13.0","9.2","7.0","14.9","7.4","8.5","6.2","7.6","6.1","14.8","8.5","4.7","4.1","2.8","3.2","4.8","4.5","5.0","6.7","23536","14933","56065","26767","(X)","(X)","(X)","(X)","27.5","(X)",
"860Z200US90022","ZCTA5 90022","17165","574","5.3","1.2","4.3","1.0","10.4","2.0","8.9","1.6","10.2","1.5","19.5","2.2","12.5","1.7","18.7","2.1","6.7","1.7","3.6","0.9","65142","4868","77531","4107","48.1","(X)","(X)","(X)","(X)","(X)","13922","568","3.6","1.2","2.8","1.0","8.5","1.8","8.8","1.8","12.1","2.1","20.7","2.5","13.4","2.0","20.0","2.6","6.0","1.4","4.0","1.1","67868","3596","81111","4589","(X)","(X)","50.6","(X)","(X)","(X)","7539","496","1.4","0.9","2.3","1.3","7.3","2.4","9.4","2.8","9.9","2.6","20.2","3.8","13.8","2.4","22.2","3.2","8.3","2.0","5.3","1.5","73403","9406","89198","4986","(X)","(X)","(X)","(X)","(X)","(X)","3243","366","14.6","4.8","12.3","3.2","21.3","5.8","13.0","4.1","7.0","2.7","13.0","3.9","8.3","3.4","7.2","3.5","2.8","2.3","0.4","0.5","26461","3910","43484","5197","(X)","(X)","(X)","(X)","32.7","(X)",
"860Z200US90023","ZCTA5 90023","11750","399","6.6","1.3","6.5","1.3","9.4","1.5","10.3","2.0","15.3","2.5","18.3","2.5","15.5","2.3","10.6","1.7","5.2","1.4","2.3","0.8","52918","3882","65512","3331","54.2","(X)","(X)","(X)","(X)","(X)","9571","396","5.9","1.8","3.2","1.3","9.9","1.6","10.4","2.1","15.9","3.0","20.7","2.7","17.7","2.7","9.8","1.9","4.6","1.4","1.9","0.7","55289","3608","65570","3198","(X)","(X)","56.0","(X)","(X)","(X)","5091","407","3.1","1.7","2.3","1.7","7.1","1.9","8.7","2.2","12.8","3.9","23.5","3.7","21.6","4.1","12.1","2.9","6.4","2.4","2.5","1.2","63897","4626","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2179","261","15.8","4.4","21.9","4.3","14.0","4.8","10.4","4.8","13.6","4.3","4.8","2.8","6.3","3.2","6.2","3.0","5.6","4.0","1.2","1.2","23997","4031","46958","9150","(X)","(X)","(X)","(X)","39.1","(X)",
"860Z200US90024","ZCTA5 90024","16843","899","11.9","2.1","3.8","1.1","8.0","2.4","7.1","1.6","7.3","2.1","11.9","2.2","10.2","1.9","11.5","1.9","7.8","1.5","20.4","2.1","74852","6957","157143","13792","38.0","(X)","(X)","(X)","(X)","(X)","5553","526","3.0","1.5","0.8","0.8","6.2","4.2","4.7","1.9","6.0","3.9","4.2","1.9","10.1","3.8","12.9","3.5","10.6","2.5","41.4","5.2","158640","20927","289219","33342","(X)","(X)","41.7","(X)","(X)","(X)","4530","514","1.5","1.3","0.2","0.3","5.3","4.8","4.5","2.2","4.1","3.6","2.4","1.3","10.1","4.2","12.9","4.2","10.8","2.5","48.3","6.3","179688","43662","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11290","819","16.4","3.0","5.4","1.5","9.4","3.1","8.6","2.6","7.6","2.5","15.6","3.0","10.2","2.2","10.3","2.0","6.5","2.1","10.1","2.1","55142","6922","91470","10086","(X)","(X)","(X)","(X)","35.8","(X)",
"860Z200US90025","ZCTA5 90025","22166","870","5.5","1.2","3.0","1.2","5.7","1.6","5.7","1.5","4.4","1.0","13.9","2.0","10.6","1.7","16.0","2.4","12.8","2.2","22.5","2.4","103511","10374","149531","10636","35.2","(X)","(X)","(X)","(X)","(X)","8420","628","1.6","1.2","1.3","1.4","3.3","1.5","4.1","1.4","3.3","1.3","12.4","3.1","11.4","3.9","16.2","3.5","12.3","2.5","34.0","3.9","137421","17901","202957","19840","(X)","(X)","37.2","(X)","(X)","(X)","6216","517","0.4","0.4","0.2","0.3","2.9","1.6","2.9","1.4","2.4","1.4","9.4","3.3","8.6","3.5","17.6","4.4","13.9","3.3","41.7","4.3","164540","19181","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13746","858","7.9","1.9","4.1","1.5","7.1","2.5","6.7","2.2","5.2","1.6","15.0","2.6","11.2","2.1","16.0","3.2","11.5","2.4","15.2","3.3","82778","7582","114298","10863","(X)","(X)","(X)","(X)","33.9","(X)",
"860Z200US90026","ZCTA5 90026","26230","713","5.3","1.0","3.0","0.7","7.1","1.0","6.9","1.1","9.3","1.2","15.8","2.2","11.9","1.6","18.3","1.8","8.1","1.3","14.1","1.6","80549","4243","112443","7886","41.4","(X)","(X)","(X)","(X)","(X)","12252","607","3.8","0.9","2.2","0.9","8.7","1.8","6.7","1.8","11.3","2.0","14.3","2.6","11.4","2.0","18.2","2.4","7.5","1.7","15.8","2.4","80211","5596","114973","7619","(X)","(X)","48.8","(X)","(X)","(X)","7247","504","1.9","0.8","0.9","0.7","7.3","2.1","4.9","1.5","11.8","2.6","12.4","3.2","10.7","2.1","23.0","3.2","7.4","1.8","19.7","3.0","101094","11424","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13978","731","6.8","1.8","4.4","1.2","6.2","1.6","7.4","1.5","7.4","1.6","17.1","3.3","12.1","2.2","18.3","2.5","8.7","1.6","11.7","2.3","77523","8015","106365","12805","(X)","(X)","(X)","(X)","33.4","(X)",
"860Z200US90027","ZCTA5 90027","21331","600","5.9","1.1","5.7","1.0","7.0","1.1","6.4","1.1","7.9","1.1","11.9","1.6","11.0","1.4","18.0","1.5","9.2","1.3","17.2","1.7","86826","4444","128791","6935","37.9","(X)","(X)","(X)","(X)","(X)","8472","492","3.3","1.4","0.8","0.6","7.2","2.0","4.8","1.6","7.2","1.8","11.0","3.0","11.9","2.5","16.8","2.2","9.8","2.2","27.2","3.0","108981","8777","171389","13799","(X)","(X)","44.3","(X)","(X)","(X)","6206","470","2.8","1.7","0.5","0.7","7.1","2.4","2.8","1.3","6.5","2.0","8.6","2.4","10.1","3.0","16.4","3.0","10.9","3.1","34.3","4.0","131197","15462","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12859","572","7.8","1.5","9.0","1.6","7.4","1.5","7.6","1.5","8.6","1.6","11.7","1.9","10.1","1.4","19.4","2.2","8.1","1.6","10.2","2.1","70038","5723","99138","8755","(X)","(X)","(X)","(X)","33.1","(X)",
"860Z200US90028","ZCTA5 90028","17228","941","9.8","2.0","8.5","2.8","9.4","2.4","8.0","1.8","8.4","1.6","17.6","2.4","11.0","2.5","15.1","2.8","5.5","1.4","6.8","1.5","57258","3807","80938","5893","35.5","(X)","(X)","(X)","(X)","(X)","4794","557","5.5","3.4","2.2","1.7","10.3","4.4","14.0","4.5","7.6","3.8","15.8","4.2","13.2","4.1","14.8","5.2","5.4","2.6","11.2","4.4","65600","5206","99031","14716","(X)","(X)","53.9","(X)","(X)","(X)","3063","480","4.8","4.2","2.6","2.4","12.6","6.2","9.9","5.8","5.6","3.5","14.8","5.3","12.6","6.6","18.0","6.7","5.2","2.8","14.1","6.2","74607","21945","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12434","941","11.5","2.3","10.9","3.7","9.0","2.8","5.7","1.5","8.8","1.8","18.2","3.1","10.5","3.2","15.0","3.5","5.4","1.7","5.0","1.3","55782","5264","73611","6005","(X)","(X)","(X)","(X)","28.4","(X)",
"860Z200US90029","ZCTA5 90029","12836","470","6.4","1.5","8.1","1.5","10.4","2.5","8.6","1.7","10.8","1.7","17.2","2.3","11.1","1.9","14.4","1.9","6.5","1.4","6.5","1.3","56529","3041","80005","4818","41.8","(X)","(X)","(X)","(X)","(X)","6592","384","4.9","2.0","3.7","1.3","8.0","2.4","9.7","2.5","10.5","3.0","19.4","3.2","11.8","2.5","17.0","3.2","6.6","1.9","8.3","2.2","67687","7352","89528","7114","(X)","(X)","46.3","(X)","(X)","(X)","4036","405","1.9","1.4","1.7","1.2","8.3","3.3","8.4","2.8","7.2","2.7","17.8","4.1","12.4","3.8","19.4","4.1","10.7","3.2","12.1","3.6","81186","7271","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6244","412","9.2","2.4","12.8","3.0","13.5","3.9","8.4","2.4","11.9","2.8","14.9","2.4","8.8","2.2","10.8","2.3","5.4","2.1","4.2","1.3","41154","6197","64942","5891","(X)","(X)","(X)","(X)","35.7","(X)",
"860Z200US90031","ZCTA5 90031","11960","547","4.3","1.6","7.3","2.0","8.3","2.1","8.2","1.5","14.8","2.3","15.4","2.4","11.4","2.0","15.3","2.4","6.0","1.5","9.2","2.5","59889","5800","89180","7940","53.6","(X)","(X)","(X)","(X)","(X)","8228","425","5.2","2.1","3.0","1.6","7.6","2.0","7.7","1.6","17.6","3.0","17.3","3.0","12.0","2.3","16.6","3.0","5.9","1.8","7.1","2.0","61725","5943","84613","6314","(X)","(X)","56.7","(X)","(X)","(X)","5024","421","3.4","2.9","2.6","2.2","5.4","2.2","7.5","2.4","17.1","3.9","14.6","3.3","12.9","3.2","19.1","4.2","6.9","2.4","10.3","3.1","72069","12487","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3732","519","4.2","1.5","16.9","5.2","11.5","4.8","8.2","3.6","12.0","3.7","13.5","4.0","7.9","3.1","9.7","3.5","3.5","1.5","12.6","5.8","45294","8875","89208","20139","(X)","(X)","(X)","(X)","44.3","(X)",
"860Z200US90032","ZCTA5 90032","13427","438","4.6","1.2","3.3","1.0","8.0","1.5","7.5","1.4","9.3","1.5","16.1","2.4","13.9","2.1","17.8","2.2","9.6","1.4","9.8","2.0","76608","5097","95837","4820","47.7","(X)","(X)","(X)","(X)","(X)","9666","471","1.9","0.7","2.2","1.4","7.9","1.9","8.7","2.0","9.2","1.8","17.4","3.0","12.9","2.5","19.3","2.6","9.5","1.7","10.9","2.5","79304","6426","100121","5633","(X)","(X)","52.4","(X)","(X)","(X)","5999","470","0.8","0.5","1.1","0.8","4.6","2.0","6.6","2.3","9.2","2.8","15.9","3.8","13.0","2.8","21.6","3.4","12.3","2.5","15.0","3.7","98146","8226","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3761","373","12.4","3.5","7.9","2.5","10.1","2.4","7.4","3.0","8.5","2.8","15.2","3.9","13.6","3.7","12.7","3.2","6.9","2.8","5.2","2.1","56514","9812","71738","6736","(X)","(X)","(X)","(X)","32.3","(X)",
"860Z200US90033","ZCTA5 90033","13341","435","7.8","1.8","8.8","1.5","10.6","1.9","10.6","1.8","11.7","1.7","16.9","2.2","12.6","1.7","12.1","2.1","6.2","1.4","2.6","0.9","50616","3894","66196","3526","52.4","(X)","(X)","(X)","(X)","(X)","9559","453","6.4","1.8","3.8","1.3","9.6","1.8","13.6","2.3","12.2","2.2","17.3","2.8","13.9","2.2","14.0","2.8","6.7","1.8","2.4","0.9","57042","4914","69562","3076","(X)","(X)","55.7","(X)","(X)","(X)","4681","382","1.8","1.0","2.6","1.6","6.2","2.2","11.0","2.8","10.7","2.7","20.4","3.9","16.7","3.9","18.8","4.5","8.6","2.8","3.3","1.4","72076","4902","82481","4284","(X)","(X)","(X)","(X)","(X)","(X)","3782","414","15.7","4.5","22.3","4.3","16.0","4.4","6.4","2.5","10.8","3.3","11.1","3.6","7.1","2.2","5.8","2.2","2.5","1.2","2.3","1.6","22779","2876","46895","7973","(X)","(X)","(X)","(X)","39.6","(X)",
"860Z200US90034","ZCTA5 90034","25261","934","3.2","0.9","1.5","0.6","2.9","0.8","6.5","1.6","9.7","1.6","14.5","1.8","13.8","1.9","19.9","1.8","12.6","1.5","15.3","1.8","97511","4308","126743","5596","28.0","(X)","(X)","(X)","(X)","(X)","10325","757","1.8","0.8","0.5","0.4","2.9","1.0","5.2","1.6","8.4","1.9","13.9","3.1","12.6","3.3","18.2","2.8","12.7","2.0","23.8","3.3","108882","10236","156589","10562","(X)","(X)","32.7","(X)","(X)","(X)","7554","650","1.4","0.8","0.4","0.4","1.9","1.1","3.2","1.4","8.1","2.2","12.7","3.5","9.2","2.0","18.3","3.0","13.5","2.1","31.2","3.7","132647","13580","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14936","932","4.2","1.3","2.2","0.9","3.2","1.2","7.7","2.3","10.6","2.5","15.4","2.3","15.1","2.3","20.3","2.6","12.5","2.2","8.9","1.8","84211","6380","103901","5818","(X)","(X)","(X)","(X)","24.1","(X)",
"860Z200US90035","ZCTA5 90035","11420","725","4.3","1.5","2.7","1.2","5.1","1.3","5.2","1.7","8.7","3.0","9.3","1.9","11.2","2.4","16.0","2.9","11.9","2.5","25.6","3.0","110520","9034","162155","12638","34.1","(X)","(X)","(X)","(X)","(X)","5386","498","1.9","1.5","0.9","0.9","3.1","1.4","5.8","2.8","6.8","2.8","8.5","2.8","11.3","3.1","15.5","3.5","11.1","2.9","35.2","4.1","138641","12727","212803","23634","(X)","(X)","41.3","(X)","(X)","(X)","4343","463","1.3","1.5","1.1","1.1","2.3","1.3","4.9","3.2","4.1","2.6","7.6","2.9","11.7","3.8","14.7","4.0","11.6","3.3","40.8","5.2","159315","17150","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6034","648","6.5","2.5","4.3","2.0","6.9","2.0","5.2","2.2","10.3","4.6","10.0","2.7","11.2","3.5","17.5","4.4","11.8","3.4","16.3","4.4","88995","11138","114471","10628","(X)","(X)","(X)","(X)","27.4","(X)",
"860Z200US90036","ZCTA5 90036","19753","664","6.4","1.6","2.8","0.9","4.5","1.1","4.5","1.3","7.2","1.3","12.1","1.8","13.1","2.2","19.2","1.8","10.2","1.8","19.9","2.0","97583","6284","142054","9107","35.2","(X)","(X)","(X)","(X)","(X)","6818","534","2.7","1.6","0.9","0.9","2.9","1.7","1.8","0.8","6.6","2.2","10.3","2.7","12.6","3.2","18.8","2.7","14.7","3.0","28.7","3.8","133792","13724","188320","20896","(X)","(X)","40.8","(X)","(X)","(X)","5590","513","1.7","1.2","0.1","0.2","1.3","1.1","1.3","0.8","7.2","2.7","10.3","2.6","13.5","3.5","17.4","3.2","16.4","3.5","30.8","3.9","144048","10108","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12935","726","8.5","2.2","3.8","1.2","5.4","1.4","6.0","1.8","7.5","1.9","13.6","2.6","13.1","2.6","19.2","2.6","7.8","1.9","15.1","2.4","85926","6178","117061","9928","(X)","(X)","(X)","(X)","31.8","(X)",
